Recency,Frequency,MonetaryValue,R,F,M,RFM_Segment,RFM_Score
190,71,372.5,1,3,2,132,6
71,24,203.2,2,2,1,221,5
24,419,3925.92,3,4,4,344,11
11,83,404.66,4,3,2,432,9
9,110,20272.43,4,4,4,444,12
65,2,65.4,2,1,1,211,4
4,51,199.29,4,3,1,431,8
19,15,336.4,3,1,2,312,6
15,47,261.11,4,3,1,431,8
8,28,2686.42,4,2,4,424,10
20,78,784.11,3,3,3,333,9
78,15,1259.56,2,1,3,213,6
1,224,31300.079999999998,4,4,4,444,12
164,3,508.8,1,1,2,112,4
307,62,457.91,1,3,2,132,6
219,4,203.86999999999998,1,1,1,111,3
39,27,7330.8,3,2,4,324,9
22,92,696.41,3,3,3,333,9
115,38,653.38,2,2,3,223,7
126,213,2129.96,2,4,4,244,10
5,59,2633.85,4,3,4,434,11
36,33,281.62,3,2,1,321,6
4,201,30300.82,4,4,4,444,12
1,94,967.22,4,3,3,433,10
330,116,1928.72,1,4,4,144,9
163,2,32.65,1,1,1,111,3
185,13,771.85,1,1,3,113,5
16,64,1214.72,4,3,3,433,10
12,43,748.94,4,3,3,433,10
3,66,1258.06,4,3,3,433,10
44,6,778.0,3,1,3,313,7
80,14,507.84,2,1,2,212,5
30,271,6838.34,3,4,4,344,11
42,30,463.46000000000004,3,2,2,322,7
11,208,4200.97,4,4,4,444,12
50,30,598.83,3,2,2,322,7
16,135,1853.1299999999999,4,4,4,444,12
45,28,663.63,3,2,3,323,8
19,43,759.17,3,3,3,333,9
4,272,5022.26,4,4,4,444,12
72,2,100.8,2,1,1,211,4
1,343,17078.45,4,4,4,444,12
121,42,512.12,2,2,2,222,6
33,14,265.76,3,1,1,311,5
313,43,403.3,1,3,2,132,6
18,48,365.76,3,3,2,332,8
88,54,303.15999999999997,2,3,2,232,7
2,138,2333.42,4,4,4,444,12
2,9,216.29999999999998,4,1,1,411,6
247,19,378.3,1,2,2,122,5
148,8,177.1,1,1,1,111,3
29,140,2210.2599999999998,3,4,4,344,11
220,1,534.24,1,1,2,112,4
148,135,2940.04,1,4,4,144,9
177,9,120.9,1,1,1,111,3
40,36,541.53,3,2,2,322,7
145,1,-4287.63,1,1,1,111,3
2,279,2504.86,4,4,4,444,12
8,351,187482.17,4,4,4,444,12
1,107,1648.95,4,4,4,444,12
18,19,486.71999999999997,3,2,2,322,7
192,61,517.53,1,3,2,132,6
204,8,131.7,1,1,1,111,3
365,17,249.86,1,1,1,111,3
127,19,1737.7,2,2,4,224,8
15,54,316.5,4,3,2,432,9
43,111,657.3,3,4,3,343,10
79,37,452.63,2,2,2,222,6
23,111,757.46,3,4,3,343,10
51,28,662.94,2,2,3,223,7
16,219,1881.36,4,4,4,444,12
158,9,289.96000000000004,1,1,1,111,3
10,41,763.28,4,2,3,423,9
10,5,137.0,4,1,1,411,6
16,90,1843.06,4,3,4,434,11
45,78,1125.07,3,3,3,333,9
191,181,710.29,1,4,3,143,8
79,14,194.37,2,1,1,211,4
74,31,506.51,2,2,2,222,6
4,83,1249.34,4,3,3,433,10
65,21,414.04,2,2,2,222,6
261,24,396.87,1,2,2,122,5
59,29,376.64,2,2,2,222,6
1,86,1926.8799999999999,4,3,4,434,11
1,110,3541.92,4,4,4,444,12
248,12,374.57,1,1,2,112,4
8,27,497.56,4,2,2,422,8
359,10,271.05,1,1,1,111,3
76,17,272.22,2,1,1,211,4
290,40,622.88,1,2,2,122,5
17,5,1138.0,4,1,3,413,8
221,18,288.6,1,2,1,121,4
9,28,689.1,4,2,3,423,9
3,38,558.96,4,2,2,422,8
206,140,2745.2799999999997,1,4,4,144,9
162,52,1145.84,1,3,3,133,7
70,16,294.29,2,1,2,212,5
262,88,605.58,1,3,2,132,6
281,22,387.31,1,2,2,122,5
58,369,6100.74,2,4,4,244,10
25,20,308.48,3,2,2,322,7
3,1076,88125.38,4,4,4,444,12
29,106,2920.04,3,4,4,344,11
72,6,513.2,2,1,2,212,5
128,40,208.65,2,2,1,221,5
31,87,639.02,3,3,2,332,8
15,137,768.08,4,4,3,443,11
309,11,153.94,1,1,1,111,3
17,83,1839.07,4,3,4,434,11
54,30,546.81,2,2,2,222,6
24,46,721.9599999999999,3,3,3,333,9
2,73,1070.71,4,3,3,433,10
11,33,652.74,4,2,3,423,9
361,6,145.0,1,1,1,111,3
360,9,422.70000000000005,1,1,2,112,4
1,23,706.7,4,2,3,423,9
54,49,888.86,2,3,3,233,8
1,260,3540.1,4,4,4,444,12
1,394,2385.0,4,4,4,444,12
121,15,293.45,2,1,1,211,4
54,9,223.36,2,1,1,211,4
280,13,164.4,1,1,1,111,3
177,3,76.5,1,1,1,111,3
30,75,897.62,3,3,3,333,9
26,9,98.42,3,1,1,311,5
9,26,570.4,4,2,2,422,8
270,25,170.75,1,2,1,121,4
43,145,645.96,3,4,2,342,9
372,2,-11.8,1,1,1,111,3
218,17,-141.48,1,1,1,111,3
24,6,148.86,3,1,1,311,5
197,42,267.16,1,2,1,121,4
359,43,306.84,1,3,2,132,6
43,51,909.96,3,3,3,333,9
130,2,1487.6,2,1,3,213,6
1,88,1952.45,4,3,4,434,11
20,106,483.26,3,4,2,342,9
206,6,157.9,1,1,1,111,3
14,34,541.46,4,2,2,422,8
95,27,854.95,2,2,3,223,7
19,46,167.62,3,3,1,331,7
14,64,1107.38,4,3,3,433,10
24,49,454.01,3,3,2,332,8
8,152,901.21,4,4,3,443,11
7,177,4012.56,4,4,4,444,12
332,29,344.14,1,2,2,122,5
50,299,1498.51,3,4,3,343,10
71,12,226.75000000000003,2,1,1,211,4
29,26,362.9,3,2,2,322,7
243,8,185.65,1,1,1,111,3
8,417,3457.78,4,4,4,444,12
191,6,124.74,1,1,1,111,3
5,52,440.2,4,3,2,432,9
253,45,215.72,1,3,1,131,5
1,452,10736.11,4,4,4,444,12
236,29,175.27,1,2,1,121,4
7,36,1227.3,4,2,3,423,9
109,214,1133.07,2,4,3,243,9
100,23,1240.2,2,2,3,223,7
60,253,2404.17,2,4,4,244,10
2,201,1479.22,4,4,3,443,11
73,167,2215.02,2,4,4,244,10
4,215,3911.56,4,4,4,444,12
85,50,993.18,2,3,3,233,8
12,83,388.79,4,3,2,432,9
23,270,2827.93,3,4,4,344,11
214,55,2044.3700000000001,1,3,4,134,8
18,13,161.67000000000002,3,1,1,311,5
239,9,116.00999999999999,1,1,1,111,3
2,565,5050.77,4,4,4,444,12
50,15,-1165.3,3,1,1,311,5
217,63,309.36,1,3,2,132,6
33,59,193.42,3,3,1,331,7
41,238,1103.92,3,4,3,343,10
4,582,3947.87,4,4,4,444,12
53,142,1992.76,2,4,4,244,10
23,319,4509.37,3,4,4,344,11
57,100,390.07,2,3,2,232,7
130,14,329.6,2,1,2,212,5
174,3,571.1999999999999,1,1,2,112,4
6,78,971.58,4,3,3,433,10
312,77,218.52,1,3,1,131,5
60,4,81.44,2,1,1,211,4
21,27,1336.1,3,2,3,323,8
33,33,527.0500000000001,3,2,2,322,7
15,50,843.48,4,3,3,433,10
18,315,2047.0,3,4,4,344,11
81,5,75.75,2,1,1,211,4
6,124,1784.12,4,4,4,444,12
170,26,503.59999999999997,1,2,2,122,5
2,39,528.33,4,2,2,422,8
31,72,1242.34,3,3,3,333,9
36,297,2361.9700000000003,3,4,4,344,11
9,24,265.93,4,2,1,421,7
31,35,547.0600000000001,3,2,2,322,7
276,7,108.5,1,1,1,111,3
87,5,621.66,2,1,2,212,5
120,40,712.29,2,2,3,223,7
373,8,101.55,1,1,1,111,3
1,169,2768.98,4,4,4,444,12
219,54,995.6600000000001,1,3,3,133,7
65,7,133.06,2,1,1,211,4
61,92,1789.55,2,3,4,234,9
135,53,861.74,2,3,3,233,8
21,8,166.08,3,1,1,311,5
12,239,3886.67,4,4,4,444,12
25,270,4737.13,3,4,4,344,11
29,50,1175.88,3,3,3,333,9
277,22,117.55,1,2,1,121,4
11,93,2571.7400000000002,4,3,4,434,11
73,82,1674.69,2,3,4,234,9
11,23,485.88,4,2,2,422,8
4,161,2954.75,4,4,4,444,12
141,45,196.0,2,3,1,231,6
26,90,1788.27,3,3,4,334,10
19,43,604.64,3,3,2,332,8
4,18,728.16,4,2,3,423,9
66,117,2055.51,2,4,4,244,10
1,15,347.75,4,1,2,412,7
43,68,3406.7200000000003,3,3,4,334,10
228,11,205.7,1,1,1,111,3
16,61,1284.08,4,3,3,433,10
44,115,3106.62,3,4,4,344,11
1,228,1622.22,4,4,4,444,12
74,27,551.04,2,2,2,222,6
1,721,20098.1,4,4,4,444,12
4,79,1383.27,4,3,3,433,10
2,321,16219.22,4,4,4,444,12
264,16,298.11,1,1,2,112,4
53,30,1992.1100000000001,2,2,4,224,8
24,11,184.4,3,1,1,311,5
10,119,2459.33,4,4,4,444,12
44,15,239.41,3,1,1,311,5
17,130,3191.53,4,4,4,444,12
7,286,5739.46,4,4,4,444,12
30,258,4748.45,3,4,4,344,11
358,19,290.40000000000003,1,2,1,121,4
127,47,733.4399999999999,2,3,3,233,8
136,18,187.02,2,2,1,221,5
142,15,283.12,2,1,1,211,4
132,35,765.34,2,2,3,223,7
38,126,2201.05,3,4,4,344,11
236,19,338.95,1,2,2,122,5
261,8,154.95,1,1,1,111,3
17,146,2508.89,4,4,4,444,12
253,24,417.95,1,2,2,122,5
30,80,1719.72,3,3,4,334,10
35,55,798.74,3,3,3,333,9
169,31,885.19,1,2,3,123,6
3,108,1781.12,4,4,4,444,12
4,395,10097.37,4,4,4,444,12
185,5,152.4,1,1,1,111,3
188,35,267.08,1,2,1,121,4
170,7,137.45,1,1,1,111,3
11,23,385.1,4,2,2,422,8
45,29,522.91,3,2,2,322,7
321,10,153.0,1,1,1,111,3
201,1,326.4,1,1,2,112,4
23,254,5505.79,3,4,4,344,11
232,6,139.35,1,1,1,111,3
38,278,5367.8,3,4,4,344,11
26,50,1195.94,3,3,3,333,9
96,120,2380.64,2,4,4,244,10
127,10,3276.4000000000005,2,1,4,214,7
58,45,995.6500000000001,2,3,3,233,8
16,198,3371.13,4,4,4,444,12
9,67,1042.55,4,3,3,433,10
4,169,2515.68,4,4,4,444,12
3,220,5288.83,4,4,4,444,12
79,83,878.2,2,3,3,233,8
373,18,303.97,1,2,2,122,5
39,35,692.19,3,2,3,323,8
54,43,700.63,2,3,3,233,8
2,690,13110.02,4,4,4,444,12
9,26,337.49,4,2,2,422,8
9,10,168.24,4,1,1,411,6
19,99,1863.35,3,3,4,334,10
12,48,2786.05,4,3,4,434,11
113,15,355.11,2,1,2,212,5
4,137,2291.08,4,4,4,444,12
235,8,98.8,1,1,1,111,3
100,2,64.65,2,1,1,211,4
178,35,674.52,1,2,3,123,6
5,193,1797.57,4,4,4,444,12
359,1,80.64,1,1,1,111,3
1,93,1739.92,4,3,4,434,11
1,742,5585.49,4,4,4,444,12
19,412,3456.7000000000003,3,4,4,344,11
17,95,834.99,4,3,3,433,10
22,25,287.59,3,2,1,321,6
33,19,712.78,3,2,3,323,8
263,1,15.0,1,1,1,111,3
51,75,818.8199999999999,2,3,3,233,8
159,57,371.88,1,3,2,132,6
15,21,271.2,4,2,1,421,7
8,105,2273.1800000000003,4,4,4,444,12
13,313,3960.63,4,4,4,444,12
199,38,1143.27,1,2,3,123,6
57,54,245.81,2,3,1,231,6
11,53,182.77,4,3,1,431,8
97,157,1215.46,2,4,3,243,9
255,3,56.4,1,1,1,111,3
25,194,665.86,3,4,3,343,10
21,84,642.17,3,3,2,332,8
159,12,188.02,1,1,1,111,3
72,67,283.47,2,3,1,231,6
53,13,131.94,2,1,1,211,4
85,72,278.74,2,3,1,231,6
153,134,1865.19,1,4,4,144,9
74,5,1117.9,2,1,3,213,6
281,14,225.9,1,1,1,111,3
27,190,1965.55,3,4,4,344,11
30,10,106.1,3,1,1,311,5
25,58,323.04,3,3,2,332,8
180,46,350.39,1,3,2,132,6
40,82,697.9,3,3,3,333,9
22,111,780.43,3,4,3,343,10
22,410,3026.08,3,4,4,344,11
37,104,1199.01,3,4,3,343,10
82,147,1251.84,2,4,3,243,9
74,10,512.31,2,1,2,212,5
11,43,546.04,4,3,2,432,9
16,64,4627.62,4,3,4,434,11
4,872,7677.71,4,4,4,444,12
13,141,732.16,4,4,3,443,11
14,378,1714.6,4,4,4,444,12
37,17,36.56,3,1,1,311,5
4,33,387.68,4,2,2,422,8
72,49,3661.0699999999997,2,3,4,234,9
191,5,-24.05,1,1,1,111,3
51,13,298.4,2,1,2,212,5
5,220,1995.46,4,4,4,444,12
9,82,1599.97,4,3,3,433,10
299,30,889.24,1,2,3,123,6
2,23,398.7,4,2,2,422,8
33,2,35.400000000000006,3,1,1,311,5
50,61,155.37,3,3,1,331,7
3,61,350.64,4,3,2,432,9
47,24,110.21000000000001,3,2,1,321,6
42,172,1560.53,3,4,3,343,10
27,137,2312.7,3,4,4,344,11
42,56,338.8,3,3,2,332,8
2,7983,40340.78,4,4,4,444,12
303,37,205.48,1,2,1,121,4
107,5,51.559999999999995,2,1,1,211,4
85,1,2033.1,2,1,4,214,7
81,51,901.1999999999999,2,3,3,233,8
218,26,605.8000000000001,1,2,2,122,5
302,312,5288.63,1,4,4,144,9
12,24,114.34,4,2,1,421,7
185,15,311.26,1,1,2,112,4
373,17,208.97,1,1,1,111,3
2,17,1393.79,4,1,3,413,8
3,56,26763.34,4,3,4,434,11
6,199,5155.66,4,4,4,444,12
305,25,148.21,1,2,1,121,4
369,58,252.8,1,3,1,131,5
3,223,2059.2,4,4,4,444,12
324,11,330.9,1,1,2,112,4
59,148,3160.0,2,4,4,244,10
13,102,597.5,4,3,2,432,9
31,389,10158.54,3,4,4,344,11
143,10,325.7,2,1,2,212,5
30,81,622.75,3,3,2,332,8
107,40,428.18,2,2,2,222,6
2,280,1889.4,4,4,4,444,12
205,10,155.9,1,1,1,111,3
80,46,1764.3600000000001,2,3,4,234,9
185,47,658.26,1,3,3,133,7
170,12,237.61,1,1,1,111,3
44,26,379.45,3,2,2,322,7
174,6,178.51999999999998,1,1,1,111,3
365,26,458.92,1,2,2,122,5
304,8,133.35000000000002,1,1,1,111,3
3,145,671.77,4,4,3,443,11
4,117,717.45,4,4,3,443,11
12,64,190.19,4,3,1,431,8
32,109,899.61,3,4,3,343,10
129,10,111.35,2,1,1,211,4
19,81,525.78,3,3,2,332,8
212,21,203.87,1,2,1,121,4
323,94,602.09,1,3,2,132,6
162,34,203.85999999999999,1,2,1,121,4
56,28,244.1,2,2,1,221,5
225,16,112.25,1,1,1,111,3
72,193,1119.81,2,4,3,243,9
44,16,98.0,3,1,1,311,5
23,2,256.32,3,1,1,311,5
173,115,541.1,1,4,2,142,7
85,28,152.06,2,2,1,221,5
159,32,155.8,1,2,1,121,4
165,11,15.0,1,1,1,111,3
29,19,110.38,3,2,1,321,6
21,39,178.92,3,2,1,321,6
71,34,800.24,2,2,3,223,7
247,12,72.9,1,1,1,111,3
374,58,243.28,1,3,1,131,5
9,39,366.23,4,2,2,422,8
310,40,295.61,1,2,2,122,5
59,59,411.6,2,3,2,232,7
4,80,336.43,4,3,2,432,9
45,94,341.28,3,3,2,332,8
88,23,1304.04,2,2,3,223,7
4,696,4204.1,4,4,4,444,12
64,145,826.52,2,4,3,243,9
282,1,207.50000000000003,1,1,1,111,3
1,38,2894.33,4,2,4,424,10
373,1,244.08,1,1,1,111,3
133,21,397.29,2,2,2,222,6
45,23,212.54,3,2,1,321,6
11,6,834.5,4,1,3,413,8
36,39,1740.48,3,2,4,324,9
134,65,408.36,2,3,2,232,7
29,90,1331.57,3,3,3,333,9
52,21,704.25,2,2,3,223,7
138,29,145.79,2,2,1,221,5
5,77,389.84,4,3,2,432,9
9,43,4301.22,4,3,4,434,11
160,12,99.14,1,1,1,111,3
49,23,1983.5800000000002,3,2,4,324,9
131,2,304.56,2,1,2,212,5
8,2,77.50000000000001,4,1,1,411,6
233,20,149.57999999999998,1,2,1,121,4
37,9,176.68,3,1,1,311,5
147,1,358.56000000000006,1,1,2,112,4
1,79,52750.84,4,3,4,434,11
72,72,472.12,2,3,2,232,7
40,21,990.8400000000001,3,2,3,323,8
5,489,2295.37,4,4,4,444,12
199,19,557.3,1,2,2,122,5
249,1,12.75,1,1,1,111,3
66,31,111.68,2,2,1,221,5
117,7,508.4599999999999,2,1,2,212,5
171,26,73.78,1,2,1,121,4
21,249,1296.44,3,4,3,343,10
142,35,102.83,2,2,1,221,5
32,104,471.7,3,4,2,342,9
38,329,2622.57,3,4,4,344,11
38,68,1098.43,3,3,3,333,9
372,48,123.07,1,3,1,131,5
374,85,277.35,1,3,1,131,5
166,14,228.2,1,1,1,111,3
211,31,582.59,1,2,2,122,5
242,31,136.04,1,2,1,121,4
52,15,337.04,2,1,2,212,5
25,179,740.79,3,4,3,343,10
15,297,4393.61,4,4,4,444,12
372,65,353.19,1,3,2,132,6
29,21,288.14,3,2,1,321,6
365,12,300.91999999999996,1,1,2,112,4
36,147,737.81,3,4,3,343,10
166,30,811.45,1,2,3,123,6
145,48,152.68,1,3,1,131,5
22,23,634.95,3,2,2,322,7
56,1,20.8,2,1,1,211,4
185,13,198.57,1,1,1,111,3
12,39,191.17000000000002,4,2,1,421,7
237,29,630.84,1,2,2,122,5
225,5,93.35,1,1,1,111,3
122,84,629.6899999999999,2,3,2,232,7
282,2,76.1,1,1,1,111,3
74,180,1511.3,2,4,3,243,9
37,93,382.06,3,3,2,332,8
12,58,417.23,4,3,2,432,9
362,40,169.47,1,2,1,121,4
4,60,249.72,4,3,1,431,8
23,22,444.68,3,2,2,322,7
70,30,2116.19,2,2,4,224,8
235,33,252.24,1,2,1,121,4
257,14,174.8,1,1,1,111,3
373,28,102.78999999999999,1,2,1,121,4
155,31,187.29,1,2,1,121,4
28,32,166.42,3,2,1,321,6
4,46,120.03,4,3,1,431,8
32,123,1483.56,3,4,3,343,10
81,3,523.0,2,1,2,212,5
108,29,122.14,2,2,1,221,5
52,5,38.45,2,1,1,211,4
36,191,668.11,3,4,3,343,10
153,22,236.77999999999997,1,2,1,121,4
99,21,115.31,2,2,1,221,5
4,10,220.7,4,1,1,411,6
334,5,73.5,1,1,1,111,3
65,34,97.97,2,2,1,221,5
22,112,422.88,3,4,2,342,9
36,53,730.4,3,3,3,333,9
32,96,405.62,3,3,2,332,8
154,19,70.02,1,2,1,121,4
19,19,357.20000000000005,3,2,2,322,7
12,474,4161.14,4,4,4,444,12
54,7,165.04999999999998,2,1,1,211,4
25,121,559.51,3,4,2,342,9
4,128,2085.65,4,4,4,444,12
45,47,189.4,3,3,1,331,7
203,7,172.29000000000002,1,1,1,111,3
359,5,74.4,1,1,1,111,3
66,21,297.07,2,2,2,222,6
7,363,6752.14,4,4,4,444,12
288,19,363.65,1,2,2,122,5
10,3,170.16,4,1,1,411,6
9,21,296.71,4,2,2,422,8
22,46,2119.41,3,3,4,334,10
173,27,720.52,1,2,3,123,6
133,7,814.0,2,1,3,213,6
6,138,2380.08,4,4,4,444,12
75,10,318.0,2,1,2,212,5
40,37,396.33,3,2,2,322,7
289,1,101.69999999999999,1,1,1,111,3
26,472,2021.82,3,4,4,344,11
258,25,453.0,1,2,2,122,5
155,36,-5.329070518200751e-15,1,2,1,121,4
114,76,3864.44,2,3,4,234,9
374,13,489.6,1,1,2,112,4
23,153,2538.7200000000003,3,4,4,344,11
8,227,2633.0099999999998,4,4,4,444,12
217,29,336.13,1,2,2,122,5
45,127,3651.97,3,4,4,344,11
19,2,1231.5,3,1,3,313,7
36,17,343.45,3,1,2,312,6
26,73,703.37,3,3,3,333,9
16,2,87.52999999999999,4,1,1,411,6
330,29,689.95,1,2,3,123,6
274,7,101.34,1,1,1,111,3
98,7,3770.1199999999994,2,1,4,214,7
61,39,167.67000000000002,2,2,1,221,5
2,90,9065.76,4,3,4,434,11
93,38,2083.42,2,2,4,224,8
82,70,3017.3,2,3,4,234,9
313,21,580.0500000000001,1,2,2,122,5
12,213,911.15,4,4,3,443,11
8,109,2692.85,4,4,4,444,12
127,19,168.31,2,2,1,221,5
11,41,223.65,4,2,1,421,7
1,433,256438.49,4,4,4,444,12
37,38,754.64,3,2,3,323,8
38,18,113.48000000000002,3,2,1,321,6
330,39,430.7,1,2,2,122,5
249,19,264.65,1,2,1,121,4
2,454,7925.32,4,4,4,444,12
19,49,206.05,3,3,1,331,7
12,26,352.69,4,2,2,422,8
369,1,76.32000000000001,1,1,1,111,3
290,28,220.1,1,2,1,121,4
68,378,1418.03,2,4,3,243,9
26,74,320.72,3,3,2,332,8
11,1284,5595.77,4,4,4,444,12
368,30,181.12,1,2,1,121,4
214,17,111.15,1,1,1,111,3
149,32,673.1,1,2,3,123,6
8,364,1826.21,4,4,4,444,12
24,36,589.4399999999999,3,2,2,322,7
30,197,1141.34,3,4,3,343,10
61,56,206.82999999999998,2,3,1,231,6
19,47,348.73,3,3,2,332,8
243,14,112.55000000000001,1,1,1,111,3
9,71,1045.74,4,3,3,433,10
211,2,715.4999999999999,1,1,3,113,5
29,20,681.9100000000001,3,2,3,323,8
63,39,761.83,2,2,3,223,7
295,8,152.65,1,1,1,111,3
17,162,8393.22,4,4,4,444,12
361,1,-35.400000000000006,1,1,1,111,3
151,18,1014.9,1,2,3,123,6
117,61,1000.16,2,3,3,233,8
8,43,2888.75,4,3,4,434,11
13,221,2861.55,4,4,4,444,12
141,10,160.35000000000002,2,1,1,211,4
46,7,179.33999999999997,3,1,1,311,5
51,16,612.0799999999999,2,1,2,212,5
32,37,566.58,3,2,2,322,7
135,38,653.35,2,2,3,223,7
3,21,399.19,4,2,2,422,8
75,28,347.82,2,2,2,222,6
13,140,734.94,4,4,3,443,11
9,35,451.75,4,2,2,422,8
301,23,530.15,1,2,2,122,5
57,39,638.0600000000001,2,2,2,222,6
10,81,1612.79,4,3,4,434,11
31,25,394.7,3,2,2,322,7
177,10,302.46000000000004,1,1,2,112,4
4,43,1355.51,4,3,3,433,10
176,140,1133.64,1,4,3,143,8
61,9,202.65,2,1,1,211,4
33,38,980.31,3,2,3,323,8
59,56,1208.51,2,3,3,233,8
15,197,7490.17,4,4,4,444,12
87,31,2106.84,2,2,4,224,8
7,1,104.0,4,1,1,411,6
354,33,448.65,1,2,2,122,5
31,75,1314.17,3,3,3,333,9
114,99,1573.41,2,3,3,233,8
9,90,1793.17,4,3,4,434,11
5,119,1843.75,4,4,4,444,12
24,44,382.8,3,3,2,332,8
218,44,600.52,1,3,2,132,6
15,1,49.8,4,1,1,411,6
249,17,304.25,1,1,2,112,4
15,72,1998.49,4,3,4,434,11
78,69,1084.34,2,3,3,233,8
192,16,274.51,1,1,1,111,3
262,7,207.79999999999998,1,1,1,111,3
72,45,957.97,2,3,3,233,8
151,18,212.96,1,2,1,121,4
64,9,896.0,2,1,3,213,6
95,141,689.13,2,4,3,243,9
4,166,5083.06,4,4,4,444,12
106,32,163.8,2,2,1,221,5
200,68,1396.99,1,3,3,133,7
157,19,160.42000000000002,1,2,1,121,4
71,202,1979.3,2,4,4,244,10
36,32,517.36,3,2,2,322,7
29,8,139.10000000000002,3,1,1,311,5
2,134,2621.38,4,4,4,444,12
26,42,600.07,3,2,2,322,7
326,43,248.42,1,3,1,131,5
237,15,232.48000000000002,1,1,1,111,3
89,13,299.34000000000003,2,1,2,212,5
31,26,481.75,3,2,2,322,7
29,31,621.75,3,2,2,322,7
206,24,626.38,1,2,2,122,5
3,115,2019.77,4,4,4,444,12
220,4,297.78000000000003,1,1,2,112,4
22,65,1033.31,3,3,3,333,9
93,19,443.0,2,2,2,222,6
2,299,6315.2300000000005,4,4,4,444,12
264,10,158.95000000000002,1,1,1,111,3
3,286,5361.02,4,4,4,444,12
39,245,5192.1,3,4,4,344,11
218,5,93.75,1,1,1,111,3
50,32,769.2,3,2,3,323,8
12,164,7276.900000000001,4,4,4,444,12
9,89,2716.6000000000004,4,3,4,434,11
192,126,2066.17,1,4,4,144,9
82,40,582.47,2,2,2,222,6
326,1,440.0,1,1,2,112,4
72,104,1796.48,2,4,4,244,10
30,49,882.24,3,3,3,333,9
3,61,987.1,4,3,3,433,10
219,88,1561.6100000000001,1,3,3,133,7
46,6,422.58,3,1,2,312,6
10,105,2058.09,4,4,4,444,12
72,78,2232.4900000000002,2,3,4,234,9
7,177,2507.56,4,4,4,444,12
24,4,596.1,3,1,2,312,6
114,49,783.02,2,3,3,233,8
17,8,95.34,4,1,1,411,6
301,22,342.92,1,2,2,122,5
87,16,4314.72,2,1,4,214,7
51,98,526.67,2,3,2,232,7
89,6,103.3,2,1,1,211,4
355,4,-50.1,1,1,1,111,3
39,123,2265.38,3,4,4,344,11
25,42,2338.6000000000004,3,2,4,324,9
173,140,2595.0,1,4,4,144,9
43,21,324.24,3,2,2,322,7
140,13,149.48,2,1,1,211,4
23,62,1211.08,3,3,3,333,9
72,46,801.51,2,3,3,233,8
134,2,0.0,2,1,1,211,4
358,8,138.9,1,1,1,111,3
38,13,238.95000000000002,3,1,1,311,5
3,170,3064.78,4,4,4,444,12
2,3,204.0,4,1,1,411,6
18,22,1.7763568394002505e-15,3,2,1,321,6
21,16,323.36,3,1,2,312,6
58,9,97.63,2,1,1,211,4
74,9,173.9,2,1,1,211,4
278,10,180.60000000000002,1,1,1,111,3
181,7,80.82,1,1,1,111,3
8,13,176.6,4,1,1,411,6
4,756,2094.88,4,4,4,444,12
43,70,1837.28,3,3,4,334,10
