Recency,Frequency,MonetaryValue,RFM_Segment,ClusterLabel
31,25,1764.72,3.02.04.0,Regulars
373,9,207.5,1.01.01.0,Dormant
58,34,223.92000000000002,2.02.01.0,Dormant
372,2,2002.4,1.01.04.0,Dormant
114,170,1496.83,2.04.03.0,Regulars
215,13,239.4,1.01.01.0,Dormant
319,7,106.83000000000001,1.01.01.0,Dormant
65,22,369.34000000000003,2.02.02.0,Dormant
8,42,789.79,4.03.03.0,Regulars
97,13,316.62,2.01.02.0,Dormant
20,89,1501.38,3.03.03.0,Regulars
199,23,611.85,1.02.02.0,Dormant
4,706,2799.25,4.04.04.0,Champions
294,1,34.0,1.01.01.0,Dormant
273,34,1145.6,1.02.03.0,Regulars
31,222,5580.6,3.04.04.0,Champions
48,54,478.09000000000003,3.03.02.0,Regulars
260,40,380.39,1.02.02.0,Dormant
58,145,770.1,2.04.03.0,Regulars
33,255,2246.81,3.04.04.0,Champions
57,26,171.59,2.02.01.0,Dormant
68,48,661.52,2.03.02.0,Regulars
10,158,1695.66,4.04.04.0,Champions
60,76,388.28,2.03.02.0,Regulars
80,50,226.35,2.03.01.0,Regulars
74,16,245.94,2.01.01.0,Dormant
2,333,10629.720000000001,4.04.04.0,Champions
100,60,425.19,2.03.02.0,Regulars
372,17,311.25,1.01.02.0,Dormant
10,190,2279.9,4.04.04.0,Champions
20,3,107.6,3.01.01.0,Dormant
123,155,597.48,2.04.02.0,Regulars
8,5,80.8,4.01.01.0,Dormant
4,93,1545.6200000000001,4.03.03.0,Champions
29,320,1721.78,3.04.04.0,Champions
282,12,110.38000000000001,1.01.01.0,Dormant
57,16,243.84,2.01.01.0,Dormant
1,285,1222.71,4.04.03.0,Champions
365,66,414.88,1.03.02.0,Dormant
89,18,305.62,2.02.01.0,Dormant
11,164,1201.49,4.04.03.0,Champions
163,76,1619.73,1.03.03.0,Regulars
65,24,332.3,2.02.02.0,Dormant
23,60,536.99,3.03.02.0,Regulars
174,98,460.59,1.03.02.0,Regulars
103,103,801.49,2.04.03.0,Regulars
143,67,1121.59,1.03.03.0,Regulars
99,23,288.42,2.02.01.0,Dormant
23,149,914.69,3.04.03.0,Regulars
192,15,309.54,1.01.02.0,Dormant
5,28,547.07,4.02.02.0,Regulars
361,15,479.35,1.01.02.0,Dormant
8,449,1692.98,4.04.04.0,Champions
14,324,6509.1,4.04.04.0,Champions
103,28,417.06,2.02.02.0,Dormant
3,86,1604.75,4.03.03.0,Champions
11,189,3349.57,4.04.04.0,Champions
96,26,497.61,2.02.02.0,Regulars
227,38,358.38,1.02.02.0,Dormant
16,26,460.64,4.02.02.0,Regulars
39,28,775.1800000000001,3.02.03.0,Regulars
51,22,341.7,3.02.02.0,Dormant
93,8,128.5,2.01.01.0,Dormant
157,11,197.22,1.01.01.0,Dormant
39,23,325.91,3.02.02.0,Regulars
184,12,199.15,1.01.01.0,Dormant
1,47,1106.53,4.03.03.0,Champions
228,24,413.46,1.02.02.0,Dormant
128,10,180.85,2.01.01.0,Dormant
40,11,251.87,3.01.01.0,Dormant
31,165,3170.98,3.04.04.0,Champions
197,25,588.85,1.02.02.0,Dormant
9,266,16594.35,4.04.04.0,Champions
37,116,1869.82,3.04.04.0,Regulars
101,63,1264.19,2.03.03.0,Regulars
43,378,10196.57,3.04.04.0,Champions
50,11,214.32,3.01.01.0,Dormant
43,12,193.44,3.01.01.0,Dormant
53,14,281.42,2.01.01.0,Dormant
187,8,124.57,1.01.01.0,Dormant
334,19,332.41,1.02.02.0,Dormant
4,20,342.45,4.02.02.0,Regulars
10,9,144.91000000000003,4.01.01.0,Dormant
24,19,328.4,3.02.02.0,Regulars
15,2,35.400000000000006,4.01.01.0,Dormant
369,10,375.69000000000005,1.01.02.0,Dormant
145,52,747.81,1.03.03.0,Regulars
60,6,173.76,2.01.01.0,Dormant
31,26,502.8,3.02.02.0,Regulars
141,11,207.73999999999998,2.01.01.0,Dormant
23,128,825.42,3.04.03.0,Regulars
22,137,2812.34,3.04.04.0,Champions
77,7,680.02,2.01.03.0,Dormant
5,279,7123.62,4.04.04.0,Champions
67,112,2095.53,2.04.04.0,Regulars
12,159,853.72,4.04.03.0,Champions
84,3,13.3,2.01.01.0,Dormant
31,178,1519.08,3.04.03.0,Champions
67,1,432.0,2.01.02.0,Dormant
67,39,705.12,2.02.03.0,Regulars
187,38,276.73,1.02.01.0,Dormant
38,26,429.84000000000003,3.02.02.0,Regulars
15,101,471.51,4.04.02.0,Regulars
35,37,194.88,3.02.01.0,Regulars
195,135,1578.67,1.04.03.0,Regulars
2,203,809.7,4.04.03.0,Champions
1,99,525.54,4.03.02.0,Champions
367,45,145.93,1.03.01.0,Dormant
65,69,219.14,2.03.01.0,Regulars
299,37,289.78,1.02.01.0,Dormant
26,162,508.81,3.04.02.0,Regulars
8,125,1281.56,4.04.03.0,Champions
17,79,887.11,4.03.03.0,Regulars
116,44,1706.88,2.03.04.0,Regulars
29,60,373.24,3.03.02.0,Regulars
4,710,3754.27,4.04.04.0,Champions
5,208,3102.43,4.04.04.0,Champions
82,93,579.77,2.03.02.0,Regulars
29,151,981.65,3.04.03.0,Regulars
72,18,379.14,2.02.02.0,Dormant
4,547,1510.06,4.04.03.0,Champions
29,101,2575.38,3.04.04.0,Champions
290,8,113.44,1.01.01.0,Dormant
36,38,208.46,3.02.01.0,Regulars
9,57,621.6800000000001,4.03.02.0,Regulars
24,143,576.26,3.04.02.0,Regulars
277,9,391.52,1.01.02.0,Dormant
50,128,1068.82,3.04.03.0,Regulars
156,327,2596.45,1.04.04.0,Regulars
61,60,169.79,2.03.01.0,Regulars
12,672,7247.61,4.04.04.0,Champions
21,83,846.75,3.03.03.0,Regulars
371,14,230.25,1.01.01.0,Dormant
116,6,543.05,2.01.02.0,Dormant
80,209,2847.6,2.04.04.0,Champions
4,77,1295.39,4.03.03.0,Champions
26,54,380.55,3.03.02.0,Regulars
5,898,4604.22,4.04.04.0,Champions
53,53,161.94,2.03.01.0,Regulars
1,44,563.23,4.03.02.0,Champions
55,62,950.9300000000001,2.03.03.0,Regulars
26,57,262.68,3.03.01.0,Regulars
9,241,2736.38,4.04.04.0,Champions
52,305,3049.88,2.04.04.0,Champions
13,281,1920.59,4.04.04.0,Champions
212,33,816.73,1.02.03.0,Regulars
22,249,4345.5,3.04.04.0,Champions
236,21,406.48,1.02.02.0,Dormant
139,19,435.02,2.02.02.0,Dormant
4,60,1286.27,4.03.03.0,Champions
57,42,1178.56,2.03.03.0,Regulars
135,86,1277.75,2.03.03.0,Regulars
109,16,167.61,2.01.01.0,Dormant
30,1,20.8,3.01.01.0,Dormant
1,54,2085.08,4.03.04.0,Champions
185,25,518.67,1.02.02.0,Dormant
18,16,308.74,4.01.02.0,Regulars
239,16,416.64,1.01.02.0,Dormant
87,7,117.35000000000001,2.01.01.0,Dormant
39,101,507.05,3.04.02.0,Regulars
116,14,234.17,2.01.01.0,Dormant
187,7,110.55000000000001,1.01.01.0,Dormant
227,26,201.19,1.02.01.0,Dormant
8,28,2154.97,4.02.04.0,Regulars
189,21,319.02,1.02.02.0,Dormant
4,31,439.43,4.02.02.0,Regulars
39,42,650.41,3.03.02.0,Regulars
38,41,357.21,3.02.02.0,Regulars
267,2,251.51999999999998,1.01.01.0,Dormant
78,39,344.33,2.02.02.0,Regulars
4,89,1852.0,4.03.04.0,Champions
255,87,1078.96,1.03.03.0,Regulars
61,22,384.06,2.02.02.0,Dormant
13,148,1931.25,4.04.04.0,Champions
88,407,4481.35,2.04.04.0,Champions
17,120,5464.12,4.04.04.0,Champions
30,3,1873.2,3.01.04.0,Regulars
3,129,1625.05,4.04.03.0,Champions
5,7,126.12,4.01.01.0,Dormant
7,12,1133.25,4.01.03.0,Regulars
219,1,179.0,1.01.01.0,Dormant
11,93,1614.31,4.03.03.0,Champions
30,37,1456.96,3.02.03.0,Regulars
288,12,702.0,1.01.03.0,Dormant
150,4,295.0,1.01.01.0,Dormant
23,23,484.82,3.02.02.0,Regulars
1,169,3989.57,4.04.04.0,Champions
86,49,1493.73,2.03.03.0,Regulars
46,44,1412.94,3.03.03.0,Regulars
5,44,781.78,4.03.03.0,Regulars
51,52,889.9300000000001,3.03.03.0,Regulars
18,11,195.36,4.01.01.0,Dormant
30,15,270.9,3.01.01.0,Dormant
8,74,586.33,4.03.02.0,Regulars
29,217,1842.56,3.04.04.0,Champions
3,252,8694.26,4.04.04.0,Champions
41,16,920.1,3.01.03.0,Regulars
11,234,1272.61,4.04.03.0,Champions
31,7,71.0,3.01.01.0,Dormant
45,3,95.85,3.01.01.0,Dormant
61,9,357.77,2.01.02.0,Dormant
185,4,154.82999999999998,1.01.01.0,Dormant
79,153,890.29,2.04.03.0,Regulars
111,2,716.0,2.01.03.0,Dormant
64,11,146.87,2.01.01.0,Dormant
12,22,380.35,4.02.02.0,Regulars
86,28,1030.14,2.02.03.0,Regulars
16,30,745.52,4.02.03.0,Regulars
246,28,433.53000000000003,1.02.02.0,Dormant
88,75,1267.32,2.03.03.0,Regulars
30,22,112.4,3.02.01.0,Dormant
138,15,449.73,2.01.02.0,Dormant
27,70,1081.57,3.03.03.0,Regulars
3,98,1044.3799999999999,4.03.03.0,Champions
32,102,1735.18,3.04.04.0,Regulars
25,6,948.48,3.01.03.0,Regulars
113,22,339.44,2.02.02.0,Dormant
157,22,642.02,1.02.02.0,Dormant
85,65,1100.9,2.03.03.0,Regulars
118,43,925.35,2.03.03.0,Regulars
3,318,5659.9800000000005,4.04.04.0,Champions
96,316,3228.84,2.04.04.0,Champions
194,43,247.14000000000001,1.03.01.0,Dormant
28,92,413.75,3.03.02.0,Regulars
131,13,498.48,2.01.02.0,Dormant
28,83,1356.33,3.03.03.0,Regulars
82,62,1179.89,2.03.03.0,Regulars
30,516,3095.04,3.04.04.0,Champions
266,5,234.24,1.01.01.0,Dormant
74,99,5232.2300000000005,2.03.04.0,Champions
314,70,538.37,1.03.02.0,Regulars
21,78,1461.14,3.03.03.0,Regulars
59,62,859.35,2.03.03.0,Regulars
12,296,4552.14,4.04.04.0,Champions
28,143,2709.7000000000003,3.04.04.0,Champions
114,64,312.14,2.03.02.0,Regulars
28,140,2429.03,3.04.04.0,Champions
18,174,1446.09,4.04.03.0,Champions
18,77,834.12,4.03.03.0,Regulars
36,25,841.0799999999999,3.02.03.0,Regulars
36,28,378.2,3.02.02.0,Regulars
78,2,118.80000000000001,2.01.01.0,Dormant
22,8,287.62,3.01.01.0,Dormant
25,64,290.16,3.03.01.0,Regulars
33,81,2003.85,3.03.04.0,Regulars
109,52,1405.78,2.03.03.0,Regulars
35,162,2949.75,3.04.04.0,Champions
123,187,1566.65,2.04.03.0,Regulars
7,96,2050.08,4.03.04.0,Champions
28,115,1991.01,3.04.04.0,Champions
4,63,2043.95,4.03.04.0,Champions
3,195,3827.76,4.04.04.0,Champions
50,125,1777.78,3.04.04.0,Regulars
322,14,302.0,1.01.01.0,Dormant
23,74,1324.16,3.03.03.0,Regulars
15,48,1022.13,4.03.03.0,Regulars
2,211,954.42,4.04.03.0,Champions
18,65,971.74,4.03.03.0,Regulars
10,42,1621.73,4.03.03.0,Regulars
262,1,25.5,1.01.01.0,Dormant
159,90,665.78,1.03.02.0,Regulars
33,418,10815.43,3.04.04.0,Champions
29,117,885.04,3.04.03.0,Regulars
165,12,163.29999999999998,1.01.01.0,Dormant
47,30,248.61,3.02.01.0,Regulars
6,127,808.62,4.04.03.0,Champions
8,39,837.5,4.02.03.0,Regulars
288,9,116.19999999999999,1.01.01.0,Dormant
318,10,157.02,1.01.01.0,Dormant
3,35,606.91,4.02.02.0,Regulars
233,18,307.46,1.02.02.0,Dormant
119,7,138.32,2.01.01.0,Dormant
162,9,345.29999999999995,1.01.02.0,Dormant
185,32,298.89,1.02.01.0,Dormant
50,40,259.35,3.02.01.0,Regulars
152,260,1004.75,1.04.03.0,Regulars
335,14,157.09,1.01.01.0,Dormant
5,134,2463.17,4.04.04.0,Champions
16,27,4892.240000000001,4.02.04.0,Champions
107,24,425.0,2.02.02.0,Dormant
16,52,1139.73,4.03.03.0,Regulars
276,24,380.5,1.02.02.0,Dormant
16,478,10668.47,4.04.04.0,Champions
247,20,465.32,1.02.02.0,Dormant
239,15,579.0,1.01.02.0,Dormant
1,48,984.57,4.03.03.0,Champions
106,35,749.78,2.02.03.0,Regulars
23,81,1714.59,3.03.04.0,Regulars
52,9,124.88,2.01.01.0,Dormant
195,14,1689.5,1.01.04.0,Regulars
24,14,213.78,3.01.01.0,Dormant
75,23,329.34,2.02.02.0,Dormant
18,20,251.70000000000002,4.02.01.0,Regulars
8,13,319.0,4.01.02.0,Regulars
32,67,1266.97,3.03.03.0,Regulars
22,101,1538.88,3.04.03.0,Regulars
31,229,3518.03,3.04.04.0,Champions
29,104,1715.46,3.04.04.0,Regulars
22,5,293.1,3.01.01.0,Dormant
33,144,2467.35,3.04.04.0,Champions
284,10,158.68,1.01.01.0,Dormant
39,12,206.34,3.01.01.0,Dormant
58,54,835.78,2.03.03.0,Regulars
289,16,224.91,1.01.01.0,Dormant
79,15,317.76,2.01.02.0,Dormant
5,86,3766.6,4.03.04.0,Champions
218,4,59.9,1.01.01.0,Dormant
44,63,1443.69,3.03.03.0,Regulars
202,15,306.13,1.01.01.0,Dormant
178,80,711.79,1.03.03.0,Regulars
56,128,796.03,2.04.03.0,Regulars
57,23,239.92000000000002,2.02.01.0,Dormant
8,73,3347.31,4.03.04.0,Champions
47,2,144.0,3.01.01.0,Dormant
227,10,203.95,1.01.01.0,Dormant
11,84,2474.23,4.03.04.0,Champions
106,61,384.40000000000003,2.03.02.0,Regulars
59,19,444.74,2.02.02.0,Dormant
28,237,2095.13,3.04.04.0,Champions
36,32,1699.3000000000002,3.02.04.0,Regulars
274,29,262.62,1.02.01.0,Dormant
30,29,1013.01,3.02.03.0,Regulars
24,96,692.22,3.03.03.0,Regulars
54,40,342.63,2.02.02.0,Regulars
36,152,3563.85,3.04.04.0,Champions
175,57,1564.56,1.03.03.0,Regulars
54,13,384.08,2.01.02.0,Dormant
53,7,204.24,2.01.01.0,Dormant
27,211,2317.2200000000003,3.04.04.0,Champions
253,4,226.85,1.01.01.0,Dormant
40,157,2781.23,3.04.04.0,Champions
60,103,1069.1200000000001,2.04.03.0,Regulars
234,9,113.5,1.01.01.0,Dormant
4,274,1960.72,4.04.04.0,Champions
32,25,114.23,3.02.01.0,Dormant
24,472,3198.25,3.04.04.0,Champions
7,63,335.13,4.03.02.0,Regulars
65,28,354.15,2.02.02.0,Regulars
310,49,426.79,1.03.02.0,Dormant
309,21,393.49,1.02.02.0,Dormant
19,47,939.32,3.03.03.0,Regulars
16,208,1906.09,4.04.04.0,Champions
96,47,318.76,2.03.02.0,Regulars
264,69,3638.41,1.03.04.0,Regulars
12,541,3174.32,4.04.04.0,Champions
3,36,421.52,4.02.02.0,Regulars
35,25,190.88,3.02.01.0,Dormant
183,14,149.89000000000001,1.01.01.0,Dormant
25,29,550.06,3.02.02.0,Regulars
13,105,916.13,4.04.03.0,Regulars
11,19,314.69,4.02.02.0,Regulars
3,566,3744.65,4.04.04.0,Champions
313,15,382.5,1.01.02.0,Dormant
108,40,1135.04,2.02.03.0,Regulars
1,400,8676.85,4.04.04.0,Champions
53,31,954.9,2.02.03.0,Regulars
205,9,171.45,1.01.01.0,Dormant
15,55,282.19,4.03.01.0,Regulars
120,69,318.65,2.03.02.0,Regulars
4,57,384.52,4.03.02.0,Regulars
363,39,283.28000000000003,1.02.01.0,Dormant
117,87,353.86,2.03.02.0,Regulars
18,18,178.26,4.02.01.0,Dormant
5,112,272.44,4.04.01.0,Regulars
41,78,298.41,3.03.01.0,Regulars
107,16,240.0,2.01.01.0,Dormant
148,124,603.37,1.04.02.0,Regulars
52,12,1253.3600000000001,2.01.03.0,Regulars
208,23,63.440000000000005,1.02.01.0,Dormant
139,127,562.9,2.04.02.0,Regulars
2,80,310.64,4.03.02.0,Regulars
127,38,317.62,2.02.02.0,Dormant
108,6,763.64,2.01.03.0,Dormant
42,114,2148.63,3.04.04.0,Regulars
35,27,111.97999999999999,3.02.01.0,Dormant
228,69,1065.3500000000001,1.03.03.0,Regulars
241,15,246.04,1.01.01.0,Dormant
58,9,187.82999999999998,2.01.01.0,Dormant
130,94,1703.41,2.03.04.0,Regulars
60,292,1652.58,2.04.03.0,Champions
22,45,153.92,3.03.01.0,Regulars
26,124,1064.11,3.04.03.0,Regulars
9,142,1419.73,4.04.03.0,Champions
32,111,944.41,3.04.03.0,Regulars
4,102,525.24,4.04.02.0,Champions
308,1,550.8000000000001,1.01.02.0,Dormant
8,135,1875.1100000000001,4.04.04.0,Champions
29,69,556.95,3.03.02.0,Regulars
17,51,131.78,4.03.01.0,Regulars
101,30,498.42,2.02.02.0,Regulars
12,57,669.11,4.03.02.0,Regulars
21,66,197.63,3.03.01.0,Regulars
15,79,1135.63,4.03.03.0,Regulars
361,53,250.04,1.03.01.0,Dormant
11,66,8631.31,4.03.04.0,Champions
95,12,82.75,2.01.01.0,Dormant
78,55,1384.85,2.03.03.0,Regulars
139,14,644.3,2.01.02.0,Dormant
31,24,2328.84,3.02.04.0,Regulars
25,131,2527.92,3.04.04.0,Champions
2,473,6292.26,4.04.04.0,Champions
46,9,2600.34,3.01.04.0,Regulars
100,73,1200.6200000000001,2.03.03.0,Regulars
8,107,700.86,4.04.03.0,Champions
15,200,921.07,4.04.03.0,Champions
18,50,990.23,4.03.03.0,Regulars
280,6,96.8,1.01.01.0,Dormant
14,33,523.11,4.02.02.0,Regulars
23,6,363.9,3.01.02.0,Dormant
124,1,175.2,2.01.01.0,Dormant
86,28,494.25,2.02.02.0,Regulars
302,11,307.02,1.01.01.0,Dormant
151,543,2027.8700000000001,1.04.04.0,Champions
17,753,6643.93,4.04.04.0,Champions
94,9,243.36,2.01.01.0,Dormant
30,407,12353.29,3.04.04.0,Champions
157,183,781.36,1.04.03.0,Regulars
355,17,193.64,1.01.01.0,Dormant
46,32,160.57,3.02.01.0,Dormant
15,87,537.74,4.03.02.0,Regulars
4,500,2676.56,4.04.04.0,Champions
86,1,228.96,2.01.01.0,Dormant
15,215,1159.52,4.04.03.0,Champions
179,9,110.75,1.01.01.0,Dormant
8,71,1286.07,4.03.03.0,Champions
36,27,587.15,3.02.02.0,Regulars
129,8,1740.0,2.01.04.0,Dormant
51,16,1393.06,3.01.03.0,Regulars
312,19,178.22,1.02.01.0,Dormant
24,45,388.14,3.03.02.0,Regulars
303,59,365.85,1.03.02.0,Dormant
11,15,127.86,4.01.01.0,Dormant
17,132,585.79,4.04.02.0,Regulars
49,29,488.2,3.02.02.0,Regulars
239,35,312.23,1.02.02.0,Dormant
1,411,4481.18,4.04.04.0,Champions
13,468,4801.56,4.04.04.0,Champions
238,34,168.4,1.02.01.0,Dormant
23,111,1912.67,3.04.04.0,Champions
73,33,446.18,2.02.02.0,Regulars
17,87,423.89,4.03.02.0,Regulars
41,253,1342.68,3.04.03.0,Champions
40,57,646.92,3.03.02.0,Regulars
219,28,495.77,1.02.02.0,Dormant
199,69,400.1,1.03.02.0,Regulars
71,24,203.2,2.02.01.0,Dormant
24,418,4100.92,3.04.04.0,Champions
11,83,404.66,4.03.02.0,Regulars
9,109,20275.61,4.04.04.0,Champions
65,2,65.4,2.01.01.0,Dormant
4,51,199.29,4.03.01.0,Regulars
19,15,336.4,3.01.02.0,Regulars
15,47,261.11,4.03.01.0,Regulars
8,28,2686.42,4.02.04.0,Champions
20,78,784.11,3.03.03.0,Regulars
78,15,1259.56,2.01.03.0,Regulars
1,213,31833.68,4.04.04.0,Champions
164,3,508.8,1.01.02.0,Dormant
307,62,457.91,1.03.02.0,Regulars
219,4,203.86999999999998,1.01.01.0,Dormant
39,27,7330.8,3.02.04.0,Regulars
22,92,696.41,3.03.03.0,Regulars
115,38,653.38,2.02.02.0,Regulars
126,213,2129.96,2.04.04.0,Regulars
5,59,2633.85,4.03.04.0,Champions
36,33,281.62,3.02.01.0,Regulars
4,198,31906.82,4.04.04.0,Champions
1,82,1031.41,4.03.03.0,Champions
333,113,2200.42,1.04.04.0,Regulars
163,2,32.65,1.01.01.0,Dormant
185,13,771.85,1.01.03.0,Dormant
16,64,1214.72,4.03.03.0,Regulars
12,41,778.94,4.02.03.0,Regulars
3,66,1258.06,4.03.03.0,Champions
44,6,778.0,3.01.03.0,Dormant
80,14,507.84,2.01.02.0,Dormant
30,269,6893.42,3.04.04.0,Champions
42,30,463.46000000000004,3.02.02.0,Regulars
11,206,4226.57,4.04.04.0,Champions
50,30,598.83,3.02.02.0,Regulars
16,117,1979.37,4.04.04.0,Champions
46,26,698.41,3.02.03.0,Regulars
19,43,759.17,3.03.03.0,Regulars
8,271,5037.26,4.04.04.0,Champions
72,2,100.8,2.01.01.0,Dormant
1,328,17256.85,4.04.04.0,Champions
128,39,524.9200000000001,2.02.02.0,Regulars
33,14,265.76,3.01.01.0,Dormant
313,43,403.3,1.03.02.0,Dormant
18,48,365.76,4.03.02.0,Regulars
88,54,303.15999999999997,2.03.01.0,Regulars
2,134,2373.82,4.04.04.0,Champions
2,9,216.29999999999998,4.01.01.0,Regulars
254,17,388.45000000000005,1.01.02.0,Dormant
157,5,186.42000000000002,1.01.01.0,Dormant
37,135,2248.56,3.04.04.0,Champions
220,1,534.24,1.01.02.0,Dormant
148,135,2940.04,1.04.04.0,Regulars
177,9,120.9,1.01.01.0,Dormant
40,36,541.53,3.02.02.0,Regulars
2,277,2520.86,4.04.04.0,Champions
8,337,194550.79,4.04.04.0,Champions
1,100,1721.4,4.03.04.0,Champions
18,19,486.71999999999997,4.02.02.0,Regulars
192,61,517.53,1.03.02.0,Regulars
204,8,131.7,1.01.01.0,Dormant
365,17,249.86,1.01.01.0,Dormant
127,19,1737.7,2.02.04.0,Regulars
15,54,316.5,4.03.02.0,Regulars
43,111,657.3,3.04.02.0,Regulars
94,29,622.4300000000001,2.02.02.0,Regulars
23,111,757.46,3.04.03.0,Regulars
60,27,675.69,2.02.03.0,Regulars
16,215,1896.41,4.04.04.0,Champions
158,9,289.96000000000004,1.01.01.0,Dormant
10,41,763.28,4.02.03.0,Regulars
10,5,137.0,4.01.01.0,Dormant
16,88,1870.97,4.03.04.0,Champions
45,78,1125.07,3.03.03.0,Regulars
191,181,710.29,1.04.03.0,Regulars
79,14,194.37,2.01.01.0,Dormant
78,29,511.82,2.02.02.0,Regulars
4,82,1255.59,4.03.03.0,Champions
65,21,414.04,2.02.02.0,Dormant
261,24,396.87,1.02.02.0,Dormant
59,29,376.64,2.02.02.0,Regulars
1,76,2092.32,4.03.04.0,Champions
1,109,3558.87,4.04.04.0,Champions
248,12,374.57,1.01.02.0,Dormant
8,27,497.56,4.02.02.0,Regulars
359,10,271.05,1.01.01.0,Dormant
76,17,272.22,2.01.01.0,Dormant
290,40,622.88,1.02.02.0,Dormant
17,5,1138.0,4.01.03.0,Regulars
221,18,288.6,1.02.01.0,Dormant
9,28,689.1,4.02.03.0,Regulars
3,38,558.96,4.02.02.0,Regulars
206,127,2997.0299999999997,1.04.04.0,Regulars
162,52,1145.84,1.03.03.0,Regulars
76,14,302.2,2.01.01.0,Dormant
262,88,605.58,1.03.02.0,Regulars
281,22,387.31,1.02.02.0,Dormant
58,366,6115.14,2.04.04.0,Champions
25,20,308.48,3.02.02.0,Regulars
3,963,91062.38,4.04.04.0,Champions
29,105,2924.9900000000002,3.04.04.0,Champions
72,6,513.2,2.01.02.0,Dormant
128,40,208.65,2.02.01.0,Dormant
31,87,639.02,3.03.02.0,Regulars
15,137,768.08,4.04.03.0,Regulars
309,11,153.94,1.01.01.0,Dormant
17,82,1844.02,4.03.04.0,Champions
54,30,546.81,2.02.02.0,Regulars
30,45,723.2099999999999,3.03.03.0,Regulars
2,73,1070.71,4.03.03.0,Champions
11,33,652.74,4.02.02.0,Regulars
361,6,145.0,1.01.01.0,Dormant
360,9,422.70000000000005,1.01.02.0,Dormant
5,19,1195.8999999999999,4.02.03.0,Regulars
54,47,939.37,2.03.03.0,Regulars
1,253,3628.5,4.04.04.0,Champions
1,394,2385.0,4.04.04.0,Champions
190,14,296.7,1.01.01.0,Dormant
54,9,223.36,2.01.01.0,Dormant
280,13,164.4,1.01.01.0,Dormant
177,3,76.5,1.01.01.0,Dormant
30,75,897.62,3.03.03.0,Regulars
26,9,98.42,3.01.01.0,Dormant
25,25,578.9,3.02.02.0,Regulars
270,25,170.75,1.02.01.0,Dormant
43,145,645.96,3.04.02.0,Regulars
234,5,103.3,1.01.01.0,Dormant
24,6,148.86,3.01.01.0,Dormant
197,42,267.16,1.03.01.0,Dormant
359,43,306.84,1.03.01.0,Dormant
60,49,930.41,2.03.03.0,Regulars
130,2,1487.6,2.01.03.0,Dormant
1,88,1952.45,4.03.04.0,Champions
20,106,483.26,3.04.02.0,Regulars
206,6,157.9,1.01.01.0,Dormant
14,34,541.46,4.02.02.0,Regulars
95,27,854.95,2.02.03.0,Regulars
19,46,167.62,3.03.01.0,Regulars
14,63,1122.38,4.03.03.0,Regulars
24,49,454.01,3.03.02.0,Regulars
8,152,901.21,4.04.03.0,Champions
7,165,4331.48,4.04.04.0,Champions
332,29,344.14,1.02.02.0,Dormant
50,299,1498.51,3.04.03.0,Champions
71,12,226.75000000000003,2.01.01.0,Dormant
29,25,380.6,3.02.02.0,Regulars
243,8,185.65,1.01.01.0,Dormant
8,411,3622.68,4.04.04.0,Champions
218,5,143.45999999999998,1.01.01.0,Dormant
5,50,448.90000000000003,4.03.02.0,Regulars
253,45,215.72,1.03.01.0,Dormant
1,440,11045.04,4.04.04.0,Champions
236,29,175.27,1.02.01.0,Dormant
7,35,1242.3,4.02.03.0,Regulars
109,214,1133.07,2.04.03.0,Regulars
100,23,1240.2,2.02.03.0,Regulars
60,253,2404.17,2.04.04.0,Champions
2,201,1479.22,4.04.03.0,Champions
73,166,2225.9700000000003,2.04.04.0,Regulars
4,213,3927.34,4.04.04.0,Champions
85,50,993.18,2.03.03.0,Regulars
12,83,388.79,4.03.02.0,Regulars
23,270,2827.93,3.04.04.0,Champions
214,55,2044.3700000000001,1.03.04.0,Regulars
18,13,161.67000000000002,4.01.01.0,Dormant
239,9,116.00999999999999,1.01.01.0,Dormant
2,560,5102.97,4.04.04.0,Champions
78,11,394.72,2.01.02.0,Dormant
217,63,309.36,1.03.02.0,Dormant
33,59,193.42,3.03.01.0,Regulars
41,237,1112.22,3.04.03.0,Regulars
7,576,3984.22,4.04.04.0,Champions
53,135,2048.45,2.04.04.0,Regulars
23,312,4559.150000000001,3.04.04.0,Champions
57,100,390.07,2.03.02.0,Regulars
130,14,329.6,2.01.02.0,Dormant
174,3,571.1999999999999,1.01.02.0,Dormant
6,78,971.58,4.03.03.0,Champions
312,77,218.52,1.03.01.0,Dormant
60,4,81.44,2.01.01.0,Dormant
21,26,1379.9,3.02.03.0,Regulars
33,33,527.0500000000001,3.02.02.0,Regulars
15,50,843.48,4.03.03.0,Regulars
18,315,2047.0,4.04.04.0,Champions
81,5,75.75,2.01.01.0,Dormant
6,123,1814.12,4.04.04.0,Champions
170,26,503.59999999999997,1.02.02.0,Dormant
2,39,528.33,4.02.02.0,Regulars
31,70,1324.84,3.03.03.0,Regulars
36,297,2361.9700000000003,3.04.04.0,Champions
19,20,285.56,3.02.01.0,Regulars
31,35,547.0600000000001,3.02.02.0,Regulars
276,7,108.5,1.01.01.0,Dormant
87,5,621.66,2.01.02.0,Dormant
120,40,712.29,2.02.03.0,Regulars
373,8,101.55,1.01.01.0,Dormant
1,157,2895.64,4.04.04.0,Champions
219,51,1008.39,1.03.03.0,Regulars
65,7,133.06,2.01.01.0,Dormant
61,91,1797.5,2.03.04.0,Regulars
138,52,868.49,2.03.03.0,Regulars
